location,yr,week,start_date,end_date,ew,weekly_hosps
01,2020,43,2020-10-18,2020-10-24,202043,3.0
01,2020,44,2020-10-25,2020-10-31,202044,17.0
01,2020,45,2020-11-01,2020-11-07,202045,13.0
01,2020,46,2020-11-08,2020-11-14,202046,23.0
01,2020,47,2020-11-15,2020-11-21,202047,8.0
01,2020,48,2020-11-22,2020-11-28,202048,14.0
01,2020,49,2020-11-29,2020-12-05,202049,12.0
01,2020,50,2020-12-06,2020-12-12,202050,4.0
01,2020,51,2020-12-13,2020-12-19,202051,33.0
01,2020,52,2020-12-20,2020-12-26,202052,32.0
01,2020,53,2020-12-27,2021-01-02,202053,25.0
01,2021,1,2021-01-03,2021-01-09,202101,40.0
01,2021,2,2021-01-10,2021-01-16,202102,40.0
01,2021,3,2021-01-17,2021-01-23,202103,38.0
01,2021,4,2021-01-24,2021-01-30,202104,45.0
01,2021,5,2021-01-31,2021-02-06,202105,28.0
01,2021,6,2021-02-07,2021-02-13,202106,27.0
01,2021,7,2021-02-14,2021-02-20,202107,19.0
01,2021,8,2021-02-21,2021-02-27,202108,41.0
01,2021,9,2021-02-28,2021-03-06,202109,20.0
01,2021,10,2021-03-07,2021-03-13,202110,19.0
01,2021,11,2021-03-14,2021-03-20,202111,22.0
01,2021,12,2021-03-21,2021-03-27,202112,17.0
01,2021,13,2021-03-28,2021-04-03,202113,11.0
01,2021,14,2021-04-04,2021-04-10,202114,18.0
01,2021,15,2021-04-11,2021-04-17,202115,19.0
01,2021,16,2021-04-18,2021-04-24,202116,32.0
01,2021,17,2021-04-25,2021-05-01,202117,19.0
01,2021,18,2021-05-02,2021-05-08,202118,9.0
01,2021,19,2021-05-09,2021-05-15,202119,19.0
01,2021,20,2021-05-16,2021-05-22,202120,15.0
01,2021,21,2021-05-23,2021-05-29,202121,16.0
01,2021,22,2021-05-30,2021-06-05,202122,20.0
01,2021,23,2021-06-06,2021-06-12,202123,19.0
01,2021,24,2021-06-13,2021-06-19,202124,20.0
01,2021,25,2021-06-20,2021-06-26,202125,13.0
01,2021,26,2021-06-27,2021-07-03,202126,18.0
01,2021,27,2021-07-04,2021-07-10,202127,14.0
01,2021,28,2021-07-11,2021-07-17,202128,18.0
01,2021,29,2021-07-18,2021-07-24,202129,20.0
01,2021,30,2021-07-25,2021-07-31,202130,31.0
01,2021,31,2021-08-01,2021-08-07,202131,21.0
01,2021,32,2021-08-08,2021-08-14,202132,18.0
01,2021,33,2021-08-15,2021-08-21,202133,28.0
01,2021,34,2021-08-22,2021-08-28,202134,22.0
01,2021,35,2021-08-29,2021-09-04,202135,33.0
01,2021,36,2021-09-05,2021-09-11,202136,27.0
01,2021,37,2021-09-12,2021-09-18,202137,22.0
01,2021,38,2021-09-19,2021-09-25,202138,19.0
01,2021,39,2021-09-26,2021-10-02,202139,11.0
01,2021,40,2021-10-03,2021-10-09,202140,18.0
01,2021,41,2021-10-10,2021-10-16,202141,11.0
01,2021,42,2021-10-17,2021-10-23,202142,11.0
01,2021,43,2021-10-24,2021-10-30,202143,14.0
01,2021,44,2021-10-31,2021-11-06,202144,8.0
01,2021,45,2021-11-07,2021-11-13,202145,23.0
01,2021,46,2021-11-14,2021-11-20,202146,29.0
01,2021,47,2021-11-21,2021-11-27,202147,19.0
01,2021,48,2021-11-28,2021-12-04,202148,32.0
01,2021,49,2021-12-05,2021-12-11,202149,23.0
01,2021,50,2021-12-12,2021-12-18,202150,34.0
01,2021,51,2021-12-19,2021-12-25,202151,20.0
01,2021,52,2021-12-26,2022-01-01,202152,60.0
01,2022,1,2022-01-02,2022-01-08,202201,25.0
01,2022,2,2022-01-09,2022-01-15,202202,33.0
01,2022,3,2022-01-16,2022-01-22,202203,22.0
01,2022,4,2022-01-23,2022-01-29,202204,18.0
01,2022,5,2022-01-30,2022-02-05,202205,17.0
01,2022,6,2022-02-06,2022-02-12,202206,12.0
01,2022,7,2022-02-13,2022-02-19,202207,20.0
01,2022,8,2022-02-20,2022-02-26,202208,14.0
01,2022,9,2022-02-27,2022-03-05,202209,35.0
01,2022,10,2022-03-06,2022-03-12,202210,30.0
01,2022,11,2022-03-13,2022-03-19,202211,30.0
01,2022,12,2022-03-20,2022-03-26,202212,25.0
01,2022,13,2022-03-27,2022-04-02,202213,32.0
01,2022,14,2022-04-03,2022-04-09,202214,29.0
01,2022,15,2022-04-10,2022-04-16,202215,19.0
01,2022,16,2022-04-17,2022-04-23,202216,30.0
01,2022,17,2022-04-24,2022-04-30,202217,13.0
01,2022,18,2022-05-01,2022-05-07,202218,25.0
01,2022,19,2022-05-08,2022-05-14,202219,15.0
01,2022,20,2022-05-15,2022-05-21,202220,12.0
01,2022,21,2022-05-22,2022-05-28,202221,22.0
01,2022,22,2022-05-29,2022-06-04,202222,19.0
01,2022,23,2022-06-05,2022-06-11,202223,18.0
01,2022,24,2022-06-12,2022-06-18,202224,17.0
01,2022,25,2022-06-19,2022-06-25,202225,14.0
01,2022,26,2022-06-26,2022-07-02,202226,10.0
01,2022,27,2022-07-03,2022-07-09,202227,24.0
01,2022,28,2022-07-10,2022-07-16,202228,21.0
01,2022,29,2022-07-17,2022-07-23,202229,10.0
01,2022,30,2022-07-24,2022-07-30,202230,19.0
01,2022,31,2022-07-31,2022-08-06,202231,12.0
01,2022,32,2022-08-07,2022-08-13,202232,19.0
01,2022,33,2022-08-14,2022-08-20,202233,11.0
01,2022,34,2022-08-21,2022-08-27,202234,19.0
01,2022,35,2022-08-28,2022-09-03,202235,21.0
01,2022,36,2022-09-04,2022-09-10,202236,11.0
01,2022,37,2022-09-11,2022-09-17,202237,17.0
01,2022,38,2022-09-18,2022-09-24,202238,20.0
01,2022,39,2022-09-25,2022-10-01,202239,24.0
01,2022,40,2022-10-02,2022-10-08,202240,41.0
01,2022,41,2022-10-09,2022-10-15,202241,86.0
01,2022,42,2022-10-16,2022-10-22,202242,141.0
01,2022,43,2022-10-23,2022-10-29,202243,262.0
01,2022,44,2022-10-30,2022-11-05,202244,360.0
01,2022,45,2022-11-06,2022-11-12,202245,303.0
01,2022,46,2022-11-13,2022-11-19,202246,226.0
01,2022,47,2022-11-20,2022-11-26,202247,261.0
01,2022,48,2022-11-27,2022-12-03,202248,351.0
01,2022,49,2022-12-04,2022-12-10,202249,223.0
01,2022,50,2022-12-11,2022-12-17,202250,142.0
01,2022,51,2022-12-18,2022-12-24,202251,122.0
01,2022,52,2022-12-25,2022-12-31,202252,127.0
01,2023,1,2023-01-01,2023-01-07,202301,124.0
01,2023,2,2023-01-08,2023-01-14,202302,92.0
01,2023,3,2023-01-15,2023-01-21,202303,28.0
02,2020,42,2020-10-11,2020-10-17,202042,0.0
02,2020,43,2020-10-18,2020-10-24,202043,0.0
02,2020,44,2020-10-25,2020-10-31,202044,0.0
02,2020,45,2020-11-01,2020-11-07,202045,0.0
02,2020,46,2020-11-08,2020-11-14,202046,0.0
02,2020,47,2020-11-15,2020-11-21,202047,0.0
02,2020,48,2020-11-22,2020-11-28,202048,0.0
02,2020,49,2020-11-29,2020-12-05,202049,2.0
02,2020,50,2020-12-06,2020-12-12,202050,5.0
02,2020,51,2020-12-13,2020-12-19,202051,7.0
02,2020,52,2020-12-20,2020-12-26,202052,0.0
02,2020,53,2020-12-27,2021-01-02,202053,0.0
02,2021,1,2021-01-03,2021-01-09,202101,0.0
02,2021,2,2021-01-10,2021-01-16,202102,0.0
02,2021,3,2021-01-17,2021-01-23,202103,0.0
02,2021,4,2021-01-24,2021-01-30,202104,0.0
02,2021,5,2021-01-31,2021-02-06,202105,0.0
02,2021,6,2021-02-07,2021-02-13,202106,0.0
02,2021,7,2021-02-14,2021-02-20,202107,0.0
02,2021,8,2021-02-21,2021-02-27,202108,0.0
02,2021,9,2021-02-28,2021-03-06,202109,0.0
02,2021,10,2021-03-07,2021-03-13,202110,0.0
02,2021,11,2021-03-14,2021-03-20,202111,0.0
02,2021,12,2021-03-21,2021-03-27,202112,0.0
02,2021,13,2021-03-28,2021-04-03,202113,0.0
02,2021,14,2021-04-04,2021-04-10,202114,0.0
02,2021,15,2021-04-11,2021-04-17,202115,4.0
02,2021,16,2021-04-18,2021-04-24,202116,7.0
02,2021,17,2021-04-25,2021-05-01,202117,7.0
02,2021,18,2021-05-02,2021-05-08,202118,7.0
02,2021,19,2021-05-09,2021-05-15,202119,7.0
02,2021,20,2021-05-16,2021-05-22,202120,7.0
02,2021,21,2021-05-23,2021-05-29,202121,8.0
02,2021,22,2021-05-30,2021-06-05,202122,7.0
02,2021,23,2021-06-06,2021-06-12,202123,7.0
02,2021,24,2021-06-13,2021-06-19,202124,7.0
02,2021,25,2021-06-20,2021-06-26,202125,7.0
02,2021,26,2021-06-27,2021-07-03,202126,7.0
02,2021,27,2021-07-04,2021-07-10,202127,7.0
02,2021,28,2021-07-11,2021-07-17,202128,7.0
02,2021,29,2021-07-18,2021-07-24,202129,8.0
02,2021,30,2021-07-25,2021-07-31,202130,7.0
02,2021,31,2021-08-01,2021-08-07,202131,7.0
02,2021,32,2021-08-08,2021-08-14,202132,7.0
02,2021,33,2021-08-15,2021-08-21,202133,7.0
02,2021,34,2021-08-22,2021-08-28,202134,7.0
02,2021,35,2021-08-29,2021-09-04,202135,7.0
02,2021,36,2021-09-05,2021-09-11,202136,7.0
02,2021,37,2021-09-12,2021-09-18,202137,7.0
02,2021,38,2021-09-19,2021-09-25,202138,7.0
02,2021,39,2021-09-26,2021-10-02,202139,4.0
02,2021,40,2021-10-03,2021-10-09,202140,0.0
02,2021,41,2021-10-10,2021-10-16,202141,0.0
02,2021,42,2021-10-17,2021-10-23,202142,1.0
02,2021,43,2021-10-24,2021-10-30,202143,0.0
02,2021,44,2021-10-31,2021-11-06,202144,0.0
02,2021,45,2021-11-07,2021-11-13,202145,0.0
02,2021,46,2021-11-14,2021-11-20,202146,0.0
02,2021,47,2021-11-21,2021-11-27,202147,0.0
02,2021,48,2021-11-28,2021-12-04,202148,0.0
02,2021,49,2021-12-05,2021-12-11,202149,0.0
02,2021,50,2021-12-12,2021-12-18,202150,2.0
02,2021,51,2021-12-19,2021-12-25,202151,7.0
02,2021,52,2021-12-26,2022-01-01,202152,8.0
02,2022,1,2022-01-02,2022-01-08,202201,3.0
02,2022,2,2022-01-09,2022-01-15,202202,15.0
02,2022,3,2022-01-16,2022-01-22,202203,12.0
02,2022,4,2022-01-23,2022-01-29,202204,1.0
02,2022,5,2022-01-30,2022-02-05,202205,1.0
02,2022,6,2022-02-06,2022-02-12,202206,0.0
02,2022,7,2022-02-13,2022-02-19,202207,0.0
02,2022,8,2022-02-20,2022-02-26,202208,1.0
02,2022,9,2022-02-27,2022-03-05,202209,0.0
02,2022,10,2022-03-06,2022-03-12,202210,2.0
02,2022,11,2022-03-13,2022-03-19,202211,1.0
02,2022,12,2022-03-20,2022-03-26,202212,3.0
02,2022,13,2022-03-27,2022-04-02,202213,0.0
02,2022,14,2022-04-03,2022-04-09,202214,2.0
02,2022,15,2022-04-10,2022-04-16,202215,2.0
02,2022,16,2022-04-17,2022-04-23,202216,1.0
02,2022,17,2022-04-24,2022-04-30,202217,3.0
02,2022,18,2022-05-01,2022-05-07,202218,4.0
02,2022,19,2022-05-08,2022-05-14,202219,5.0
02,2022,20,2022-05-15,2022-05-21,202220,17.0
02,2022,21,2022-05-22,2022-05-28,202221,3.0
02,2022,22,2022-05-29,2022-06-04,202222,2.0
02,2022,23,2022-06-05,2022-06-11,202223,6.0
02,2022,24,2022-06-12,2022-06-18,202224,1.0
02,2022,25,2022-06-19,2022-06-25,202225,3.0
02,2022,26,2022-06-26,2022-07-02,202226,2.0
02,2022,27,2022-07-03,2022-07-09,202227,3.0
02,2022,28,2022-07-10,2022-07-16,202228,0.0
02,2022,29,2022-07-17,2022-07-23,202229,0.0
02,2022,30,2022-07-24,2022-07-30,202230,0.0
02,2022,31,2022-07-31,2022-08-06,202231,0.0
02,2022,32,2022-08-07,2022-08-13,202232,1.0
02,2022,33,2022-08-14,2022-08-20,202233,1.0
02,2022,34,2022-08-21,2022-08-27,202234,1.0
02,2022,35,2022-08-28,2022-09-03,202235,0.0
02,2022,36,2022-09-04,2022-09-10,202236,5.0
02,2022,37,2022-09-11,2022-09-17,202237,0.0
02,2022,38,2022-09-18,2022-09-24,202238,0.0
02,2022,39,2022-09-25,2022-10-01,202239,2.0
02,2022,40,2022-10-02,2022-10-08,202240,3.0
02,2022,41,2022-10-09,2022-10-15,202241,2.0
02,2022,42,2022-10-16,2022-10-22,202242,3.0
02,2022,43,2022-10-23,2022-10-29,202243,14.0
02,2022,44,2022-10-30,2022-11-05,202244,10.0
02,2022,45,2022-11-06,2022-11-12,202245,20.0
02,2022,46,2022-11-13,2022-11-19,202246,38.0
02,2022,47,2022-11-20,2022-11-26,202247,66.0
02,2022,48,2022-11-27,2022-12-03,202248,58.0
02,2022,49,2022-12-04,2022-12-10,202249,77.0
02,2022,50,2022-12-11,2022-12-17,202250,50.0
02,2022,51,2022-12-18,2022-12-24,202251,44.0
02,2022,52,2022-12-25,2022-12-31,202252,55.0
02,2023,1,2023-01-01,2023-01-07,202301,31.0
02,2023,2,2023-01-08,2023-01-14,202302,8.0
02,2023,3,2023-01-15,2023-01-21,202303,8.0
04,2020,40,2020-09-27,2020-10-03,202040,0.0
04,2020,41,2020-10-04,2020-10-10,202041,0.0
04,2020,42,2020-10-11,2020-10-17,202042,0.0
04,2020,43,2020-10-18,2020-10-24,202043,1.0
04,2020,44,2020-10-25,2020-10-31,202044,2.0
04,2020,45,2020-11-01,2020-11-07,202045,19.0
04,2020,46,2020-11-08,2020-11-14,202046,25.0
04,2020,47,2020-11-15,2020-11-21,202047,18.0
04,2020,48,2020-11-22,2020-11-28,202048,21.0
04,2020,49,2020-11-29,2020-12-05,202049,13.0
04,2020,50,2020-12-06,2020-12-12,202050,33.0
04,2020,51,2020-12-13,2020-12-19,202051,16.0
04,2020,52,2020-12-20,2020-12-26,202052,65.0
04,2020,53,2020-12-27,2021-01-02,202053,20.0
04,2021,1,2021-01-03,2021-01-09,202101,18.0
04,2021,2,2021-01-10,2021-01-16,202102,27.0
04,2021,3,2021-01-17,2021-01-23,202103,10.0
04,2021,4,2021-01-24,2021-01-30,202104,12.0
04,2021,5,2021-01-31,2021-02-06,202105,14.0
04,2021,6,2021-02-07,2021-02-13,202106,7.0
04,2021,7,2021-02-14,2021-02-20,202107,15.0
04,2021,8,2021-02-21,2021-02-27,202108,10.0
04,2021,9,2021-02-28,2021-03-06,202109,29.0
04,2021,10,2021-03-07,2021-03-13,202110,10.0
04,2021,11,2021-03-14,2021-03-20,202111,14.0
04,2021,12,2021-03-21,2021-03-27,202112,5.0
04,2021,13,2021-03-28,2021-04-03,202113,11.0
04,2021,14,2021-04-04,2021-04-10,202114,6.0
04,2021,15,2021-04-11,2021-04-17,202115,7.0
04,2021,16,2021-04-18,2021-04-24,202116,3.0
04,2021,17,2021-04-25,2021-05-01,202117,21.0
04,2021,18,2021-05-02,2021-05-08,202118,8.0
04,2021,19,2021-05-09,2021-05-15,202119,13.0
04,2021,20,2021-05-16,2021-05-22,202120,3.0
04,2021,21,2021-05-23,2021-05-29,202121,6.0
04,2021,22,2021-05-30,2021-06-05,202122,13.0
04,2021,23,2021-06-06,2021-06-12,202123,3.0
04,2021,24,2021-06-13,2021-06-19,202124,9.0
04,2021,25,2021-06-20,2021-06-26,202125,3.0
04,2021,26,2021-06-27,2021-07-03,202126,13.0
04,2021,27,2021-07-04,2021-07-10,202127,1.0
04,2021,28,2021-07-11,2021-07-17,202128,5.0
04,2021,29,2021-07-18,2021-07-24,202129,5.0
04,2021,30,2021-07-25,2021-07-31,202130,4.0
04,2021,31,2021-08-01,2021-08-07,202131,4.0
04,2021,32,2021-08-08,2021-08-14,202132,18.0
04,2021,33,2021-08-15,2021-08-21,202133,12.0
04,2021,34,2021-08-22,2021-08-28,202134,7.0
04,2021,35,2021-08-29,2021-09-04,202135,8.0
04,2021,36,2021-09-05,2021-09-11,202136,3.0
04,2021,37,2021-09-12,2021-09-18,202137,4.0
04,2021,38,2021-09-19,2021-09-25,202138,2.0
04,2021,39,2021-09-26,2021-10-02,202139,13.0
04,2021,40,2021-10-03,2021-10-09,202140,27.0
04,2021,41,2021-10-10,2021-10-16,202141,28.0
04,2021,42,2021-10-17,2021-10-23,202142,4.0
04,2021,43,2021-10-24,2021-10-30,202143,8.0
04,2021,44,2021-10-31,2021-11-06,202144,10.0
04,2021,45,2021-11-07,2021-11-13,202145,11.0
04,2021,46,2021-11-14,2021-11-20,202146,11.0
04,2021,47,2021-11-21,2021-11-27,202147,18.0
04,2021,48,2021-11-28,2021-12-04,202148,33.0
04,2021,49,2021-12-05,2021-12-11,202149,30.0
04,2021,50,2021-12-12,2021-12-18,202150,44.0
04,2021,51,2021-12-19,2021-12-25,202151,68.0
04,2021,52,2021-12-26,2022-01-01,202152,149.0
04,2022,1,2022-01-02,2022-01-08,202201,79.0
04,2022,2,2022-01-09,2022-01-15,202202,37.0
04,2022,3,2022-01-16,2022-01-22,202203,27.0
04,2022,4,2022-01-23,2022-01-29,202204,39.0
04,2022,5,2022-01-30,2022-02-05,202205,38.0
04,2022,6,2022-02-06,2022-02-12,202206,63.0
04,2022,7,2022-02-13,2022-02-19,202207,66.0
04,2022,8,2022-02-20,2022-02-26,202208,72.0
04,2022,9,2022-02-27,2022-03-05,202209,91.0
04,2022,10,2022-03-06,2022-03-12,202210,85.0
04,2022,11,2022-03-13,2022-03-19,202211,113.0
04,2022,12,2022-03-20,2022-03-26,202212,131.0
04,2022,13,2022-03-27,2022-04-02,202213,108.0
04,2022,14,2022-04-03,2022-04-09,202214,112.0
04,2022,15,2022-04-10,2022-04-16,202215,101.0
04,2022,16,2022-04-17,2022-04-23,202216,147.0
04,2022,17,2022-04-24,2022-04-30,202217,162.0
04,2022,18,2022-05-01,2022-05-07,202218,176.0
04,2022,19,2022-05-08,2022-05-14,202219,212.0
04,2022,20,2022-05-15,2022-05-21,202220,237.0
04,2022,21,2022-05-22,2022-05-28,202221,196.0
04,2022,22,2022-05-29,2022-06-04,202222,204.0
04,2022,23,2022-06-05,2022-06-11,202223,87.0
04,2022,24,2022-06-12,2022-06-18,202224,52.0
04,2022,25,2022-06-19,2022-06-25,202225,41.0
04,2022,26,2022-06-26,2022-07-02,202226,13.0
04,2022,27,2022-07-03,2022-07-09,202227,15.0
04,2022,28,2022-07-10,2022-07-16,202228,13.0
04,2022,29,2022-07-17,2022-07-23,202229,19.0
04,2022,30,2022-07-24,2022-07-30,202230,21.0
04,2022,31,2022-07-31,2022-08-06,202231,11.0
04,2022,32,2022-08-07,2022-08-13,202232,11.0
04,2022,33,2022-08-14,2022-08-20,202233,18.0
04,2022,34,2022-08-21,2022-08-27,202234,16.0
04,2022,35,2022-08-28,2022-09-03,202235,16.0
04,2022,36,2022-09-04,2022-09-10,202236,5.0
04,2022,37,2022-09-11,2022-09-17,202237,7.0
04,2022,38,2022-09-18,2022-09-24,202238,9.0
04,2022,39,2022-09-25,2022-10-01,202239,10.0
04,2022,40,2022-10-02,2022-10-08,202240,18.0
04,2022,41,2022-10-09,2022-10-15,202241,14.0
04,2022,42,2022-10-16,2022-10-22,202242,22.0
04,2022,43,2022-10-23,2022-10-29,202243,34.0
04,2022,44,2022-10-30,2022-11-05,202244,84.0
04,2022,45,2022-11-06,2022-11-12,202245,153.0
04,2022,46,2022-11-13,2022-11-19,202246,339.0
04,2022,47,2022-11-20,2022-11-26,202247,612.0
04,2022,48,2022-11-27,2022-12-03,202248,821.0
04,2022,49,2022-12-04,2022-12-10,202249,759.0
04,2022,50,2022-12-11,2022-12-17,202250,563.0
04,2022,51,2022-12-18,2022-12-24,202251,601.0
04,2022,52,2022-12-25,2022-12-31,202252,653.0
04,2023,1,2023-01-01,2023-01-07,202301,345.0
04,2023,2,2023-01-08,2023-01-14,202302,136.0
04,2023,3,2023-01-15,2023-01-21,202303,57.0
05,2020,42,2020-10-11,2020-10-17,202042,0.0
05,2020,43,2020-10-18,2020-10-24,202043,4.0
05,2020,44,2020-10-25,2020-10-31,202044,10.0
05,2020,45,2020-11-01,2020-11-07,202045,15.0
05,2020,46,2020-11-08,2020-11-14,202046,7.0
05,2020,47,2020-11-15,2020-11-21,202047,9.0
05,2020,48,2020-11-22,2020-11-28,202048,12.0
05,2020,49,2020-11-29,2020-12-05,202049,6.0
05,2020,50,2020-12-06,2020-12-12,202050,14.0
05,2020,51,2020-12-13,2020-12-19,202051,9.0
05,2020,52,2020-12-20,2020-12-26,202052,12.0
05,2020,53,2020-12-27,2021-01-02,202053,23.0
05,2021,1,2021-01-03,2021-01-09,202101,26.0
05,2021,2,2021-01-10,2021-01-16,202102,30.0
05,2021,3,2021-01-17,2021-01-23,202103,10.0
05,2021,4,2021-01-24,2021-01-30,202104,25.0
05,2021,5,2021-01-31,2021-02-06,202105,21.0
05,2021,6,2021-02-07,2021-02-13,202106,27.0
05,2021,7,2021-02-14,2021-02-20,202107,12.0
05,2021,8,2021-02-21,2021-02-27,202108,15.0
05,2021,9,2021-02-28,2021-03-06,202109,19.0
05,2021,10,2021-03-07,2021-03-13,202110,22.0
05,2021,11,2021-03-14,2021-03-20,202111,14.0
05,2021,12,2021-03-21,2021-03-27,202112,17.0
05,2021,13,2021-03-28,2021-04-03,202113,10.0
05,2021,14,2021-04-04,2021-04-10,202114,20.0
05,2021,15,2021-04-11,2021-04-17,202115,26.0
05,2021,16,2021-04-18,2021-04-24,202116,24.0
05,2021,17,2021-04-25,2021-05-01,202117,15.0
05,2021,18,2021-05-02,2021-05-08,202118,6.0
05,2021,19,2021-05-09,2021-05-15,202119,4.0
05,2021,20,2021-05-16,2021-05-22,202120,8.0
05,2021,21,2021-05-23,2021-05-29,202121,12.0
05,2021,22,2021-05-30,2021-06-05,202122,7.0
05,2021,23,2021-06-06,2021-06-12,202123,7.0
05,2021,24,2021-06-13,2021-06-19,202124,4.0
05,2021,25,2021-06-20,2021-06-26,202125,3.0
05,2021,26,2021-06-27,2021-07-03,202126,1.0
05,2021,27,2021-07-04,2021-07-10,202127,2.0
05,2021,28,2021-07-11,2021-07-17,202128,0.0
05,2021,29,2021-07-18,2021-07-24,202129,4.0
05,2021,30,2021-07-25,2021-07-31,202130,6.0
05,2021,31,2021-08-01,2021-08-07,202131,5.0
05,2021,32,2021-08-08,2021-08-14,202132,3.0
05,2021,33,2021-08-15,2021-08-21,202133,8.0
05,2021,34,2021-08-22,2021-08-28,202134,7.0
05,2021,35,2021-08-29,2021-09-04,202135,5.0
05,2021,36,2021-09-05,2021-09-11,202136,2.0
05,2021,37,2021-09-12,2021-09-18,202137,5.0
05,2021,38,2021-09-19,2021-09-25,202138,4.0
05,2021,39,2021-09-26,2021-10-02,202139,3.0
05,2021,40,2021-10-03,2021-10-09,202140,4.0
05,2021,41,2021-10-10,2021-10-16,202141,8.0
05,2021,42,2021-10-17,2021-10-23,202142,7.0
05,2021,43,2021-10-24,2021-10-30,202143,3.0
05,2021,44,2021-10-31,2021-11-06,202144,10.0
05,2021,45,2021-11-07,2021-11-13,202145,11.0
05,2021,46,2021-11-14,2021-11-20,202146,9.0
05,2021,47,2021-11-21,2021-11-27,202147,10.0
05,2021,48,2021-11-28,2021-12-04,202148,15.0
05,2021,49,2021-12-05,2021-12-11,202149,11.0
05,2021,50,2021-12-12,2021-12-18,202150,14.0
05,2021,51,2021-12-19,2021-12-25,202151,15.0
05,2021,52,2021-12-26,2022-01-01,202152,33.0
05,2022,1,2022-01-02,2022-01-08,202201,42.0
05,2022,2,2022-01-09,2022-01-15,202202,34.0
05,2022,3,2022-01-16,2022-01-22,202203,21.0
05,2022,4,2022-01-23,2022-01-29,202204,18.0
05,2022,5,2022-01-30,2022-02-05,202205,23.0
05,2022,6,2022-02-06,2022-02-12,202206,24.0
05,2022,7,2022-02-13,2022-02-19,202207,32.0
05,2022,8,2022-02-20,2022-02-26,202208,42.0
05,2022,9,2022-02-27,2022-03-05,202209,58.0
05,2022,10,2022-03-06,2022-03-12,202210,62.0
05,2022,11,2022-03-13,2022-03-19,202211,67.0
05,2022,12,2022-03-20,2022-03-26,202212,89.0
05,2022,13,2022-03-27,2022-04-02,202213,59.0
05,2022,14,2022-04-03,2022-04-09,202214,83.0
05,2022,15,2022-04-10,2022-04-16,202215,50.0
05,2022,16,2022-04-17,2022-04-23,202216,37.0
05,2022,17,2022-04-24,2022-04-30,202217,32.0
05,2022,18,2022-05-01,2022-05-07,202218,23.0
05,2022,19,2022-05-08,2022-05-14,202219,22.0
05,2022,20,2022-05-15,2022-05-21,202220,16.0
05,2022,21,2022-05-22,2022-05-28,202221,16.0
05,2022,22,2022-05-29,2022-06-04,202222,21.0
05,2022,23,2022-06-05,2022-06-11,202223,20.0
05,2022,24,2022-06-12,2022-06-18,202224,13.0
05,2022,25,2022-06-19,2022-06-25,202225,16.0
05,2022,26,2022-06-26,2022-07-02,202226,11.0
05,2022,27,2022-07-03,2022-07-09,202227,6.0
05,2022,28,2022-07-10,2022-07-16,202228,21.0
05,2022,29,2022-07-17,2022-07-23,202229,14.0
05,2022,30,2022-07-24,2022-07-30,202230,5.0
05,2022,31,2022-07-31,2022-08-06,202231,8.0
05,2022,32,2022-08-07,2022-08-13,202232,7.0
05,2022,33,2022-08-14,2022-08-20,202233,4.0
05,2022,34,2022-08-21,2022-08-27,202234,3.0
05,2022,35,2022-08-28,2022-09-03,202235,8.0
05,2022,36,2022-09-04,2022-09-10,202236,6.0
05,2022,37,2022-09-11,2022-09-17,202237,4.0
05,2022,38,2022-09-18,2022-09-24,202238,8.0
05,2022,39,2022-09-25,2022-10-01,202239,10.0
05,2022,40,2022-10-02,2022-10-08,202240,21.0
05,2022,41,2022-10-09,2022-10-15,202241,40.0
05,2022,42,2022-10-16,2022-10-22,202242,50.0
05,2022,43,2022-10-23,2022-10-29,202243,84.0
05,2022,44,2022-10-30,2022-11-05,202244,141.0
05,2022,45,2022-11-06,2022-11-12,202245,212.0
05,2022,46,2022-11-13,2022-11-19,202246,218.0
05,2022,47,2022-11-20,2022-11-26,202247,435.0
05,2022,48,2022-11-27,2022-12-03,202248,468.0
05,2022,49,2022-12-04,2022-12-10,202249,331.0
05,2022,50,2022-12-11,2022-12-17,202250,233.0
05,2022,51,2022-12-18,2022-12-24,202251,178.0
05,2022,52,2022-12-25,2022-12-31,202252,217.0
05,2023,1,2023-01-01,2023-01-07,202301,142.0
05,2023,2,2023-01-08,2023-01-14,202302,98.0
05,2023,3,2023-01-15,2023-01-21,202303,33.0
06,2020,42,2020-10-11,2020-10-17,202042,0.0
06,2020,43,2020-10-18,2020-10-24,202043,11.0
06,2020,44,2020-10-25,2020-10-31,202044,29.0
06,2020,45,2020-11-01,2020-11-07,202045,31.0
06,2020,46,2020-11-08,2020-11-14,202046,44.0
06,2020,47,2020-11-15,2020-11-21,202047,41.0
06,2020,48,2020-11-22,2020-11-28,202048,81.0
06,2020,49,2020-11-29,2020-12-05,202049,39.0
06,2020,50,2020-12-06,2020-12-12,202050,58.0
06,2020,51,2020-12-13,2020-12-19,202051,54.0
06,2020,52,2020-12-20,2020-12-26,202052,62.0
06,2020,53,2020-12-27,2021-01-02,202053,56.0
06,2021,1,2021-01-03,2021-01-09,202101,83.0
06,2021,2,2021-01-10,2021-01-16,202102,46.0
06,2021,3,2021-01-17,2021-01-23,202103,44.0
06,2021,4,2021-01-24,2021-01-30,202104,20.0
06,2021,5,2021-01-31,2021-02-06,202105,19.0
06,2021,6,2021-02-07,2021-02-13,202106,24.0
06,2021,7,2021-02-14,2021-02-20,202107,19.0
06,2021,8,2021-02-21,2021-02-27,202108,24.0
06,2021,9,2021-02-28,2021-03-06,202109,16.0
06,2021,10,2021-03-07,2021-03-13,202110,18.0
